DISCOUNT IN %,HOTEL_RATING,NEW PRICE,SAVE IN DOLLARS,DEPARTURE DATE,PACKAGE,DURATION,COUNTRY,CITY,HOTEL,OLD PRICE,GATEWAY,LINK
44,rating:5,$1395,$1130,2024-05-01,All Inclusive,7,Mexico,Riviera Maya,Riu Yucatan,$2525,Edmonton:YEG,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YEG&dest_dep=24&no_hotel=836&date_dep=20240501&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
43,rating:5,$1465,$1120,2024-05-04,All Inclusive,7,Mexico,Riviera Maya,Riu Playacar,$2585,Edmonton:YEG,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YEG&dest_dep=24&no_hotel=1006&date_dep=20240504&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
42,rating:5,$1515,$1120,2024-05-04,All Inclusive,7,Mexico,Cancun,Riu Dunamar,$2635,Edmonton:YEG,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YEG&dest_dep=2&no_hotel=11264&date_dep=20240504&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
31,rating:5,$1575,$710,2024-05-25,All Inclusive,7,Mexico,Riviera Nayarit,Riu Palace Pacifico,$2285,Edmonton:YEG,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YEG&dest_dep=156&no_hotel=2866&date_dep=20240525&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
41,rating:5,$1595,$1130,2024-05-01,All Inclusive,7,Mexico,Riviera Maya,Family Club at Grand Riviera Princess All Suites and Spa Resort,$2725,Edmonton:YEG,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YEG&dest_dep=24&no_hotel=11705&date_dep=20240501&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
35,rating:5,$1655,$910,2024-04-17,All Inclusive,7,Mexico,Cancun,Riu Cancun,$2565,Edmonton:YEG,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YEG&dest_dep=2&no_hotel=1678&date_dep=20240417&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
36,rating:5,$1815,$1060,2024-05-01,All Inclusive,7,Mexico,Riviera Maya,Royalton Riviera Cancun An Autograph Collection All Inclusive Resort and Casino,$2875,Edmonton:YEG,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YEG&dest_dep=24&no_hotel=10652&date_dep=20240501&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
36,rating:4.5,$1955,$1130,2024-05-01,All Inclusive,7,Mexico,Riviera Maya,Iberostar Selection Paraiso Maya Suites,$3085,Edmonton:YEG,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YEG&dest_dep=24&no_hotel=1716&date_dep=20240501&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
37,rating:5,$2055,$1240,2024-05-04,All Inclusive,7,Mexico,Cancun,Planet Hollywood Cancun An Autograph Collection All Inclusive Resort,$3295,Edmonton:YEG,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YEG&dest_dep=2&no_hotel=11899&date_dep=20240504&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
34,rating:5,$2065,$1100,2024-05-04,All Inclusive,7,Mexico,Riviera Maya,Royalton Splash Riviera Cancun An Autograph Collection All Inclusive Resort,$3165,Edmonton:YEG,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YEG&dest_dep=24&no_hotel=12285&date_dep=20240504&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
9,rating:5,$2095,$220,2024-03-29,All Inclusive,7,Mexico,Mazatlán,Riu Emerald Bay,$2315,Edmonton:YEG,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YEG&dest_dep=69&no_hotel=3282&date_dep=20240329&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
33,rating:5,$1625,$830,2024-04-29,All Inclusive,7,Dominican Republic,Punta Cana,Riu Bambu,$2455,Edmonton:YEG,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YEG&dest_dep=10&no_hotel=977&date_dep=20240429&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
39,rating:5,$1755,$1140,2024-04-29,All Inclusive,7,Dominican Republic,Punta Cana,Grand Bavaro Princess,$2895,Edmonton:YEG,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YEG&dest_dep=10&no_hotel=1164&date_dep=20240429&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
31,rating:5,$1765,$820,2024-04-29,All Inclusive,7,Dominican Republic,Punta Cana,Royalton Splash Punta Cana An Autograph Collection All Inclusive Resort and Casino,$2585,Edmonton:YEG,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YEG&dest_dep=10&no_hotel=12084&date_dep=20240429&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
32,rating:5,$1905,$920,2024-04-29,All Inclusive,7,Dominican Republic,Punta Cana,Family Club at Grand Bavaro Princess,$2825,Edmonton:YEG,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YEG&dest_dep=10&no_hotel=11949&date_dep=20240429&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
29,rating:5,$2065,$880,2024-04-29,All Inclusive,7,Dominican Republic,Punta Cana,Royalton Bavaro An Autograph Collection All Inclusive Resort and Casino,$2945,Edmonton:YEG,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YEG&dest_dep=10&no_hotel=11216&date_dep=20240429&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
26,rating:4.5,$2235,$800,2024-04-04,All Inclusive,7,Dominican Republic,La Romana,Iberostar Selection Hacienda Dominicus,$3035,Edmonton:YEG,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YEG&dest_dep=73&no_hotel=1370&date_dep=20240404&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
23,rating:4.5,$2225,$700,2024-05-01,All Inclusive,7,Dominican Republic,La Romana,Iberostar Selection Hacienda Dominicus,$2925,Fredericton:YFC,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YFC&dest_dep=73&no_hotel=1370&date_dep=20240501&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
42,rating:5,$1325,$970,2024-05-06,All Inclusive,7,Mexico,Riviera Maya,Grand Sunset Princess All Suites and Spa Resort,$2295,Fredericton:YFC,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YFC&dest_dep=24&no_hotel=273&date_dep=20240506&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
42,rating:5,$1375,$1010,2024-05-06,All Inclusive,7,Mexico,Riviera Maya,Riu Yucatan,$2385,Fredericton:YFC,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YFC&dest_dep=24&no_hotel=836&date_dep=20240506&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
42,rating:5,$1385,$1010,2024-05-06,All Inclusive,7,Mexico,Riviera Maya,Riu Playacar,$2395,Fredericton:YFC,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YFC&dest_dep=24&no_hotel=1006&date_dep=20240506&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
41,rating:5,$1435,$1010,2024-05-06,All Inclusive,7,Mexico,Cancun,Riu Dunamar,$2445,Fredericton:YFC,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YFC&dest_dep=2&no_hotel=11264&date_dep=20240506&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
37,rating:5,$1575,$950,2024-05-06,All Inclusive,7,Mexico,Riviera Maya,Family Club at Grand Riviera Princess All Suites and Spa Resort,$2525,Fredericton:YFC,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YFC&dest_dep=24&no_hotel=11705&date_dep=20240506&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
35,rating:5,$1795,$980,2024-05-06,All Inclusive,7,Mexico,Riviera Maya,Royalton Riviera Cancun An Autograph Collection All Inclusive Resort and Casino,$2775,Fredericton:YFC,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YFC&dest_dep=24&no_hotel=10652&date_dep=20240506&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
24,rating:5,$1815,$590,2024-04-22,All Inclusive,7,Mexico,Cancun,Riu Cancun,$2405,Fredericton:YFC,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YFC&dest_dep=2&no_hotel=1678&date_dep=20240422&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
37,rating:5,$1815,$1110,2024-05-06,All Inclusive,7,Mexico,Cancun,Planet Hollywood Cancun An Autograph Collection All Inclusive Resort,$2925,Fredericton:YFC,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YFC&dest_dep=2&no_hotel=11899&date_dep=20240506&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
34,rating:4.5,$1935,$1010,2024-05-06,All Inclusive,7,Mexico,Riviera Maya,Iberostar Selection Paraiso Maya Suites,$2945,Fredericton:YFC,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YFC&dest_dep=24&no_hotel=1716&date_dep=20240506&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
29,rating:5,$2035,$860,2024-05-06,All Inclusive,7,Mexico,Riviera Maya,Royalton Splash Riviera Cancun An Autograph Collection All Inclusive Resort,$2895,Fredericton:YFC,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YFC&dest_dep=24&no_hotel=12285&date_dep=20240506&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
36,rating:5,$1385,$800,2024-05-01,All Inclusive,7,Dominican Republic,Punta Cana,Riu Bambu,$2185,Fredericton:YFC,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YFC&dest_dep=10&no_hotel=977&date_dep=20240501&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
30,rating:5,$1665,$720,2024-05-01,All Inclusive,7,Dominican Republic,Punta Cana,Royalton Splash Punta Cana An Autograph Collection All Inclusive Resort and Casino,$2385,Fredericton:YFC,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YFC&dest_dep=10&no_hotel=12084&date_dep=20240501&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
38,rating:5,$1705,$1070,2024-05-01,All Inclusive,7,Dominican Republic,Punta Cana,Grand Bavaro Princess,$2775,Fredericton:YFC,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YFC&dest_dep=10&no_hotel=1164&date_dep=20240501&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
29,rating:5,$1835,$750,2024-05-01,All Inclusive,7,Dominican Republic,Punta Cana,Family Club at Grand Bavaro Princess,$2585,Fredericton:YFC,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YFC&dest_dep=10&no_hotel=11949&date_dep=20240501&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
29,rating:5,$2015,$850,2024-05-01,All Inclusive,7,Dominican Republic,Punta Cana,Royalton Bavaro An Autograph Collection All Inclusive Resort and Casino,$2865,Fredericton:YFC,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YFC&dest_dep=10&no_hotel=11216&date_dep=20240501&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
23,rating:4.5,$2225,$700,2024-05-01,All Inclusive,7,Dominican Republic,La Romana,Iberostar Selection Hacienda Dominicus,$2925,Fredericton:YFC,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YFC&dest_dep=73&no_hotel=1370&date_dep=20240501&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
22,rating:4.5,$2445,$690,2024-04-30,All Inclusive,7,Dominican Republic,La Romana,Iberostar Selection Hacienda Dominicus,$3135,Gander:YQX,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YQX&dest_dep=73&no_hotel=1370&date_dep=20240430&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
28,rating:5,$1725,$700,2024-04-30,All Inclusive,7,Dominican Republic,Punta Cana,Riu Bambu,$2425,Gander:YQX,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YQX&dest_dep=10&no_hotel=977&date_dep=20240430&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
35,rating:5,$1885,$1030,2024-04-30,All Inclusive,7,Dominican Republic,Punta Cana,Grand Bavaro Princess,$2915,Gander:YQX,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YQX&dest_dep=10&no_hotel=1164&date_dep=20240430&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
26,rating:5,$1905,$700,2024-04-30,All Inclusive,7,Dominican Republic,Punta Cana,Royalton Splash Punta Cana An Autograph Collection All Inclusive Resort and Casino,$2605,Gander:YQX,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YQX&dest_dep=10&no_hotel=12084&date_dep=20240430&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
27,rating:5,$2025,$750,2024-04-30,All Inclusive,7,Dominican Republic,Punta Cana,Family Club at Grand Bavaro Princess,$2775,Gander:YQX,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YQX&dest_dep=10&no_hotel=11949&date_dep=20240430&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
24,rating:5,$2225,$730,2024-04-30,All Inclusive,7,Dominican Republic,Punta Cana,Royalton Bavaro An Autograph Collection All Inclusive Resort and Casino,$2955,Gander:YQX,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YQX&dest_dep=10&no_hotel=11216&date_dep=20240430&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
22,rating:4.5,$2445,$690,2024-04-30,All Inclusive,7,Dominican Republic,La Romana,Iberostar Selection Hacienda Dominicus,$3135,Gander:YQX,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YQX&dest_dep=73&no_hotel=1370&date_dep=20240430&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
45,rating:4,$975,$810,2024-04-25,All Inclusive,7,Cuba,Varadero,Playa Vista Azul,$1785,Halifax:YHZ,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YHZ&dest_dep=15&no_hotel=10860&date_dep=20240425&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
45,rating:4.5,$995,$830,2024-04-14,All Inclusive,7,Cuba,Holguin,Playa Pesquero Resort Suites and Spa,$1825,Halifax:YHZ,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YHZ&dest_dep=6&no_hotel=1592&date_dep=20240414&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
44,rating:4,$1095,$870,2024-04-25,All Inclusive,7,Cuba,Varadero,Melia Varadero,$1965,Halifax:YHZ,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YHZ&dest_dep=15&no_hotel=72&date_dep=20240425&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
34,rating:5,$1395,$750,2024-05-02,All Inclusive,7,Cuba,Varadero,Iberostar Selection Varadero,$2145,Halifax:YHZ,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YHZ&dest_dep=15&no_hotel=1817&date_dep=20240502&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
28,rating:5,$1955,$770,2024-05-06,All Inclusive,7,Jamaica,Negril,Riu Negril,$2725,Halifax:YHZ,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YHZ&dest_dep=4244&no_hotel=1779&date_dep=20240506&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
25,rating:5,$2095,$720,2024-05-06,All Inclusive,7,Jamaica,Montego Bay,Riu Palace Aquarelle,$2815,Halifax:YHZ,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YHZ&dest_dep=18&no_hotel=12486&date_dep=20240506&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
30,rating:5,$2145,$920,2024-04-29,All Inclusive,7,Jamaica,Ocho Rios,Riu Ocho Rios,$3065,Halifax:YHZ,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YHZ&dest_dep=1843&no_hotel=2056&date_dep=20240429&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
36,rating:5,$2285,$1330,2024-04-29,All Inclusive,7,Jamaica,Negril,Royalton Negril An Autograph Collection All Inclusive Resort,$3615,Halifax:YHZ,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YHZ&dest_dep=4244&no_hotel=88&date_dep=20240429&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
29,rating:5,$2525,$1070,2024-04-29,All Inclusive,7,Jamaica,Montego Bay,Royalton Blue Waters Montego Bay An Autograph Collection All Inclusive Resort,$3595,Halifax:YHZ,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YHZ&dest_dep=18&no_hotel=11032&date_dep=20240429&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
25,rating:4.5,$2115,$730,2024-05-03,All Inclusive,7,Dominican Republic,La Romana,Iberostar Selection Hacienda Dominicus,$2845,Halifax:YHZ,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YHZ&dest_dep=73&no_hotel=1370&date_dep=20240503&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
27,rating:5,$1635,$630,2024-05-05,All Inclusive,7,Mexico,Riviera Maya,Grand Sunset Princess All Suites and Spa Resort,$2265,Halifax:YHZ,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YHZ&dest_dep=24&no_hotel=273&date_dep=20240505&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
28,rating:5,$1675,$680,2024-05-05,All Inclusive,7,Mexico,Riviera Maya,Riu Yucatan,$2355,Halifax:YHZ,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YHZ&dest_dep=24&no_hotel=836&date_dep=20240505&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
28,rating:5,$1695,$670,2024-05-05,All Inclusive,7,Mexico,Riviera Maya,Riu Playacar,$2365,Halifax:YHZ,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YHZ&dest_dep=24&no_hotel=1006&date_dep=20240505&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
27,rating:5,$1745,$670,2024-05-05,All Inclusive,7,Mexico,Cancun,Riu Dunamar,$2415,Halifax:YHZ,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YHZ&dest_dep=2&no_hotel=11264&date_dep=20240505&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
24,rating:5,$1875,$620,2024-05-05,All Inclusive,7,Mexico,Riviera Maya,Family Club at Grand Riviera Princess All Suites and Spa Resort,$2495,Halifax:YHZ,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YHZ&dest_dep=24&no_hotel=11705&date_dep=20240505&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
18,rating:5,$2075,$460,2024-04-21,All Inclusive,7,Mexico,Cancun,Riu Cancun,$2535,Halifax:YHZ,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YHZ&dest_dep=2&no_hotel=1678&date_dep=20240421&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
24,rating:5,$2105,$680,2024-04-28,All Inclusive,7,Mexico,Riviera Maya,Royalton Riviera Cancun An Autograph Collection All Inclusive Resort and Casino,$2785,Halifax:YHZ,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YHZ&dest_dep=24&no_hotel=10652&date_dep=20240428&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
26,rating:5,$2125,$770,2024-05-05,All Inclusive,7,Mexico,Cancun,Planet Hollywood Cancun An Autograph Collection All Inclusive Resort,$2895,Halifax:YHZ,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YHZ&dest_dep=2&no_hotel=11899&date_dep=20240505&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
23,rating:4.5,$2235,$680,2024-05-05,All Inclusive,7,Mexico,Riviera Maya,Iberostar Selection Paraiso Maya Suites,$2915,Halifax:YHZ,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YHZ&dest_dep=24&no_hotel=1716&date_dep=20240505&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
26,rating:5,$2265,$800,2024-04-28,All Inclusive,7,Mexico,Riviera Maya,Royalton Splash Riviera Cancun An Autograph Collection All Inclusive Resort,$3065,Halifax:YHZ,https://book.sunwing.ca/cgi-bin/handler.cgi?gateway_dep=YHZ&dest_dep=24&no_hotel=12285&date_dep=20240428&duration=7&price_max=999999&searchtype=PA&code_ag=rds&language=en&swg_engine=1&nb_rooms=1&nb_adult_forf=2&nb_adult=2&nb_child_forf=0&nb_child=0
